hour,action,delta,soc,soc_before,dod_morning,dod_evening,p_battery,p_pv_raw,p_pv_grid,p_bess_em,p_reserve,price_em,price_as,revenue_pv,revenue_energy,revenue_reserve,degradation_cost,reward,cumulative_revenue,cumulative_degradation,cumulative_profit,k,weekday,season,price_em_raw,price_as_raw,p_res_total_raw,soc_raw,dod_raw,price_em_max_morning,price_em_max_evening,k_em_max_morning,k_em_max_evening,price_em_min,k_em_min,price_as_min,price_as_max,time_to_peak_hour
0,-0.6534444689750671,-0.6534444689750671,0.7112803783019384,0.5,0.21128037830193835,0.0,-13.068889379501343,0.5215498606617941,0.0,-12.547339518839548,6.931110620498657,83.14999999999999,1.1644882379556112,0.0,-1043.3112809915083,8.071196793539904,57.176391035318375,-0.4340700998281528,-1035.2400841979684,57.176391035318375,-1092.4164752332867,0.0,0.0,0.0,83.14999998835846,1.1644884185864801,0.5215495824813843,0.5,0.0,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,7.999999992549419
1,-0.8729085326194763,-0.8729085326194763,0.8943384113490581,0.7112803783019384,0.3943384113490581,0.0,-11.3231773018837,0.0,0.0,-11.3231773018837,8.6768226981163,82.73,1.056661682411641,0.0,-936.7664581848385,9.168466070179084,198.15560278296473,-0.4804336124485548,-1962.838076312628,255.3319938182831,-2218.170070130911,0.9999997615814209,0.0,0.0,82.73000000234693,1.0566615436229732,0.0,0.7112803783019384,0.21128037571907043,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,6.999999895691872
2,-0.9589737057685852,-0.9589737057685852,0.8998301523404718,0.8943384113490581,0.3998301523404718,0.0,-0.3396953190565144,0.6800729650057269,0.3403776459492125,-0.0,19.65962235405079,77.46999999999998,1.3101646303141927,26.369056231685487,-0.0,25.757341853611592,5.944668083489002,0.022681578515555783,-1910.7116782273306,261.2766619017721,-2171.9883401291027,2.0000002086162567,0.0,0.0,77.47000010788439,1.3101647620472403,0.6800729036331177,0.8943384113490581,0.3943384140729904,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,5.999999955296516
3,-0.9879500269889832,-0.9879500269889832,0.8999949045702141,0.8998301523404718,0.39999490457021414,0.0,-0.010190859571692634,1.5991813492284268,1.5889904896567342,-0.0,18.411009510343266,75.21999999999998,1.453175043889333,119.52386463197952,-0.0,26.75441955324,0.1783400425046211,0.07163693556852536,-1764.433394042111,261.4550019442767,-2025.8883959863879,2.9999999701976776,0.0,0.0,75.2200001773238,1.4531750926391265,1.5991812944412231,0.8998301523404718,0.3998301550745964,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,4.999999701976776
4,-0.9968631863594055,-0.9968631863594055,0.8999998471371065,0.8999949045702141,0.39999984713710646,0.0,-0.0003057257871530439,0.0,0.0,-0.0003057257871530439,19.999694274212846,78.69000000000001,1.3314249365946393,0.0,-0.024057562191073027,26.62809168095601,0.005350201275178268,0.013042086796974287,-1737.8293599233461,261.4603521455519,-1999.289712068898,3.9999997317790985,0.0,0.0,78.69000001959502,1.3314249732269823,0.0,0.8999949045702141,0.3999949023127556,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,3.999999761581421
5,-0.99920254945755,-0.99920254945755,0.8999999954141132,0.8999998471371065,0.39999999541411324,0.0,-9.171773613925183e-06,0.0,0.0,-9.171773613925183e-06,19.999990828226387,82.09999999999998,1.5906967521436028,0.0,-0.0007530026137032573,31.81392045336156,0.0001605060382436907,0.015598816810762558,-1706.0161924725983,261.46051265159014,-1967.4767051241884,5.000000178813934,0.0,0.0,82.09999999927238,1.590696664489913,0.0,0.8999998471371065,0.39999984949827194,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,2.9999998211860657
6,-0.999780535697937,-0.999780535697937,0.8999999998624234,0.8999999954141132,0.3999999998624234,0.0,-2.751532068856477e-07,1.658173456282761,1.6581731811295541,-0.0,18.341826818870445,94.3,1.9500643327920735,156.36573098051696,-0.0,35.76774227772835,4.815181120498835e-06,0.09420847210917851,-1513.882719214353,261.46051746677125,-1775.3432366811244,5.999999940395355,0.0,0.0,94.300000179708,1.9500644917119758,1.6581732034683228,0.8999999954141132,0.3999999985098839,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,1.9999998807907104
7,-0.9999307990074158,-0.9999307990074158,0.8999999999958728,0.8999999998624234,0.39999999999587277,0.0,-8.254597005930009e-09,2.437657425313785,2.437657417059188,-0.0,17.56234258294081,111.39999999999999,2.126502353117476,271.5550362603935,-0.0,37.34636282887889,1.4445544760377516e-07,0.15146309002172983,-1204.9813201250806,261.4605176112267,-1466.4418377363072,7.000000044703484,0.0,0.0,111.40000039100646,2.1265024027511403,2.4376577138900757,0.8999999998624234,0.3999999985098839,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,0.0
8,-0.9999739527702332,-0.9999739527702332,0.8999999999998762,0.8999999999958728,0.39999999999987623,0.0,-2.4763524564264117e-10,4.12262341273602,4.122623412488386,-0.0,15.877376587511613,121.11,2.3566789082459483,499.2909214864684,-0.0,37.417878522066644,4.33361679874622e-09,0.26316349996528543,-668.2725201165457,261.4605176155603,-929.733037732106,8.000000149011612,0.0,0.0,121.10999883770943,2.3566787844787136,4.1226232051849365,0.8999999999958728,0.3999999985098839,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,0.0
9,-0.9999873638153076,-0.9999873638153076,0.8999999999999964,0.8999999999998762,0.39999999999999636,0.0,-7.427392034742297e-12,9.049034363523349,9.049034363515922,-0.0,10.950965636484078,117.83,2.4346604782348846,1066.247719053081,-0.0,26.661883233656113,1.299793606079902e-10,0.5358844797796498,424.63708217019166,261.4605176156903,163.17656455450134,9.000000081956387,0.0,0.0,117.83000042796134,2.4346604367992475,9.049034342169762,0.8999999999998762,0.3999999985098839,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,0.0
10,-0.9999929070472717,-0.9999929070472717,0.8999999999999999,0.8999999999999964,0.3999999999999999,0.0,-2.19824158875781e-13,12.568219100172763,12.568219100172543,-0.0,7.431780899827457,110.90999999999998,2.6,1393.9411804001365,-0.0,19.322630339551388,3.8469227803261674e-12,0.6929632061289484,1837.9008929098795,261.4605176156942,1576.4403752941853,10.000000014901161,0.0,0.0,110.91000095903873,2.6000001769798713,12.568219006061554,0.8999999999999964,0.3999999985098839,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,6.999999895691872
11,-0.9999954104423523,-0.9999954104423523,0.8999999999999999,0.8999999999999999,0.3999999999999999,0.0,0.0,12.56579143637708,12.56579143637708,0.0,7.434208563622921,103.08999999999999,2.6,1295.407439176113,0.0,19.328942265419595,0.0,0.6446524217026808,3152.6372743514125,261.4605176156942,2891.1767567357183,10.999999990686774,0.0,0.0,103.09000102519987,2.6000001769798713,12.565791308879852,0.8999999999999999,0.3999999985098839,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,5.999999955296516
12,-0.9999968409538269,-0.9999968409538269,0.8999999999999999,0.8999999999999999,0.3999999999999999,0.0,0.0,13.308868062770184,13.308868062770184,0.0,6.691131937229816,95.48,2.6,1270.7307226332973,0.0,17.396943036797524,0.0,0.6316054160043613,4440.764940021507,261.4605176156942,4179.304422405813,12.000000009313226,0.0,0.0,95.4799999681115,2.6000001769798713,13.308868110179901,0.8999999999999999,0.0,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,4.999999701976776
