hour,action,delta,soc,soc_before,dod_morning,dod_evening,p_battery,p_pv_raw,p_pv_grid,p_bess_em,p_reserve,price_em,price_as,revenue_pv,revenue_energy,revenue_reserve,degradation_cost,reward,q1_eval,q2_eval,cumulative_revenue,cumulative_degradation,cumulative_profit,time_to_peak_hour_raw,k,weekday,season,price_em_raw,price_as_raw,p_res_total_raw,soc_raw,dod_raw,price_em_max_morning,price_em_max_evening,k_em_max_morning,k_em_max_evening,price_em_min,k_em_min,price_as_min,price_as_max,time_to_peak_hour,season_name,eval_date
0,1.1302307051689556e-14,-1.1302307051689556e-14,0.5000000000000047,0.5,4.6629367034256575e-15,0.0,-1.6953460577534335e-14,0.0,0.0,-1.6953460577534335e-14,1.4000000000000001,84.48000000000002,0.1218438238360433,0.0,-1.4322283495901008e-12,0.17058135337046063,7.41713900267127e-15,0.000852906766845105,13.040006637573242,12.906561851501465,0.1705813533690284,7.41713900267127e-15,0.170581353369021,7.0,0.0,1.9999999701976776,0.0,84.47999831780791,0.12184352189449091,0.0,0.5,0.0,158.96000035703182,155.9200036406517,7.0000001192092896,16.999999940395355,69.98999930888414,3.0000000596046448,0.12184381789137742,4.97146951909499,6.999999895691872,winter,2025-01-08
1,0.01806914247572422,-0.01806914247572422,0.50751160065777,0.5000000000000047,0.007511600657770012,0.0,-0.02710371371358633,0.0,0.0,-0.02710371371358633,1.4000000000000163,75.07,0.24851314564578963,0.0,-2.0346757884789257,0.34791840390410955,0.011857874749694018,-0.00849307629662255,3.731539249420166,3.404877185821533,-1.5161760312057877,0.011857874749701435,-1.528033905955489,6.0,0.9999997615814209,1.9999999701976776,0.0,75.06999712184071,0.24851351158812082,0.0,0.5000000000000047,0.0,158.96000035703182,155.9200036406517,7.0000001192092896,16.999999940395355,69.98999930888414,3.0000000596046448,0.12184381789137742,4.97146951909499,5.999999955296516,winter,2025-01-08
2,0.4952017664909363,-0.4952017664909363,0.7133740492990022,0.50751160065777,0.21337404929900217,0.0,-0.7428026497364044,0.0,0.0,-0.7428026497364044,1.426290602302195,72.94,0.25333864361949454,0.0,-54.18002527177334,0.36133452659447,1.6248807962983844,-0.2772178577073863,2.5146682262420654,3.219449043273926,-55.33486677638466,1.6367386710480858,-56.971605447432744,5.0,2.0000002086162567,1.9999999701976776,0.0,72.93999967619777,0.2533389675491468,0.0,0.50751160065777,0.00751158595085144,158.96000035703182,155.9200036406517,7.0000001192092896,16.999999940395355,69.98999930888414,3.0000000596046448,0.12184381789137742,4.97146951909499,4.999999701976776,winter,2025-01-08
3,0.9671382308006287,-0.9671382308006287,0.89440122147897,0.7133740492990022,0.39440122147897005,0.0,-0.6531908274534926,0.0,0.0,-0.6531908274534926,1.5,69.99000000000001,0.24127489868523225,0.0,-45.71682601346995,0.3619123480278484,5.715419740218059,-0.2553516670283008,4.629587173461914,4.40601921081543,-100.68978044182676,7.352158411266145,-108.0419388530929,4.0,2.9999999701976776,1.9999999701976776,0.0,69.9899972435832,0.24127482172752535,0.0,0.7133740492990022,0.2133740484714508,158.96000035703182,155.9200036406517,7.0000001192092896,16.999999940395355,69.98999930888414,3.0000000596046448,0.12184381789137742,4.97146951909499,3.999999761581421,winter,2025-01-08
4,0.6570907831192017,-0.6570907831192017,0.8998320366443692,0.89440122147897,0.39983203664436917,0.0,-0.019595724823604888,0.0,0.0,-0.019595724823604888,1.5,83.14,0.24127489868523225,0.0,-1.6291885618345103,0.3619123480278484,0.17146259220654272,-0.007193694030066023,4.55773401260376,4.477232456207275,-101.95705665563342,7.523621003472687,-109.4806776591061,3.0,3.9999997317790985,1.9999999701976776,0.0,83.14000310495496,0.24127482172752535,0.0,0.89440122147897,0.3944012224674225,158.96000035703182,155.9200036406517,7.0000001192092896,16.999999940395355,69.98999930888414,3.0000000596046448,0.12184381789137742,4.97146951909499,2.9999998211860657,winter,2025-01-08
5,0.3679526448249817,-0.3679526448249817,0.8999949610993311,0.8998320366443692,0.3999949610993311,0.0,-0.0005878717447079795,0.0,0.0,-0.0005878717447079795,1.5,110.43,0.27505338450116473,0.0,-0.06491867676810219,0.4125800767517471,0.00514387776619482,0.0017125876110872507,10.332228660583496,10.083159446716309,-101.60939525564977,7.5287648812388825,-109.13816013688866,2.0,5.000000178813934,1.9999999701976776,0.0,110.42999707952143,0.27505301345470723,0.0,0.8998320366443692,0.3998320400714874,158.96000035703182,155.9200036406517,7.0000001192092896,16.999999940395355,69.98999930888414,3.0000000596046448,0.12184381789137742,4.97146951909499,1.9999998807907104,winter,2025-01-08
6,0.9954030513763428,0.9954030513763428,0.46019979848828124,0.8999949610993311,0.43979516261104984,0.0,1.4931045770645142,0.0,0.0,1.4931045770645142,0.00689542293548584,132.36,0.39689720833720804,0.0,197.6273218202591,0.002736774113398686,16.33083131164312,0.9064961364136469,24.16779899597168,23.45068359375,96.02066333872274,23.859596192882,72.16106714584075,0.0,5.999999940395355,1.9999999701976776,0.0,132.3600006171316,0.3968975471873112,0.0,0.8999949610993311,0.39999496191740036,158.96000035703182,155.9200036406517,7.0000001192092896,16.999999940395355,69.98999930888414,3.0000000596046448,0.12184381789137742,4.97146951909499,0.0,winter,2025-01-08
7,0.9829313158988953,0.9829313158988953,0.1,0.46019979848828124,0.7999949610993311,0.0,1.2606992947089841,0.0,0.0,1.2606992947089841,0.23930070529101588,158.96,1.278756963031735,0.0,200.40075988694014,0.30600744314929174,27.577797071759022,0.865644851291652,31.721261978149414,31.038223266601562,296.72743066881213,51.437393264641024,245.2900374041711,0.0,7.000000044703484,1.9999999701976776,0.0,158.95999994192275,1.2787569598911295,0.0,0.46019979848828124,0.4397951625287533,158.96000035703182,155.9200036406517,7.0000001192092896,16.999999940395355,69.98999930888414,3.0000000596046448,0.12184381789137742,4.97146951909499,0.0,winter,2025-01-08
8,0.954804539680481,0.954804539680481,0.1,0.1,0.7999949610993311,0.0,0.0,1.1625090660291302,1.1625090660291302,0.0,0.0,152.95,3.847128259536039,177.80576164915544,0.0,0.0,0.0,0.8890288082457772,33.84866714477539,34.22412109375,474.5331923179676,51.437393264641024,423.0957990533266,0.0,8.000000149011612,1.9999999701976776,0.0,152.94999935634436,3.847127902626169,1.162509173154831,0.1,0.7999949753284454,158.96000035703182,155.9200036406517,7.0000001192092896,16.999999940395355,69.98999930888414,3.0000000596046448,0.12184381789137742,4.97146951909499,0.0,winter,2025-01-08
9,0.11296386271715164,-0.11296386271715164,0.14696069150098734,0.1,0.7999949610993311,0.0,-0.16944579407572746,3.933706598794178,3.7642608047184507,-0.0,0.0,124.37,4.971469287409224,468.16111628283375,-0.0,0.0,3.706626745406538,2.322272447687136,33.898902893066406,34.47121810913086,942.6943086008014,55.14402001004756,887.5502885907538,8.0,9.000000081956387,1.9999999701976776,0.0,124.3699987833202,4.971469259926353,3.933706507086754,0.1,0.7999949753284454,158.96000035703182,155.9200036406517,7.0000001192092896,16.999999940395355,69.98999930888414,3.0000000596046448,0.12184381789137742,4.97146951909499,7.999999992549419,winter,2025-01-08
