hour,action,delta,soc,soc_before,dod_morning,dod_evening,p_battery,p_pv_raw,p_pv_grid,p_bess_em,p_reserve,price_em,price_as,revenue_pv,revenue_energy,revenue_reserve,degradation_cost,reward,cumulative_revenue,cumulative_degradation,cumulative_profit,k,weekday,season,price_em_raw,price_as_raw,p_res_total_raw,soc_raw,dod_raw,price_em_max_morning,price_em_max_evening,k_em_max_morning,k_em_max_evening,price_em_min,k_em_min,price_as_min,price_as_max,max_future_price_delta,avg_future_price_delta,peak_hour_price_delta,time_to_peak_hour
0,0.26450955867767334,0.26450955867767334,0.4091032444406621,0.5,0.0908967555593379,0.0,5.290191173553467,0.5215498606617941,0.5215498606617941,5.290191173553467,14.188258965784739,83.14999999999999,1.1644882379556112,43.366870914028176,439.8793960809707,16.52206068272457,4.6289172768592834,0.02473809472055072,499.7683276777235,4.6289172768592834,495.1394104008642,0.0,0.0,0.0,83.14999998835846,1.1644884185864801,0.5215495824813843,0.5,0.0,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,47.45000132977961,19.64086975255981,47.44999998807907,7.999999992549419
1,0.40644437074661255,0.40644437074661255,0.26943163937309766,0.4091032444406621,0.23056836062690234,0.0,8.128887414932251,0.0,0.0,8.128887414932251,10.417307251507474,82.73,1.056661682411641,0.0,672.5028558373451,11.007569406576875,35.5638824403286,0.03236770616725924,1183.2787529216455,40.19279971718788,1143.0859532044576,0.9999997615814209,0.0,0.0,82.73000000234693,1.0566615436229732,0.0,0.4091032444406621,0.09089675545692444,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,47.869999204874034,20.97272686067967,47.87000053167343,6.999999895691872
2,0.4911917448043823,0.4911917448043823,0.10063722535097314,0.26943163937309766,0.39936277464902686,0.0,9.823834896087646,0.6800729650057269,0.6800729650057269,9.823834896087646,0.3420634662982138,77.46999999999998,1.3101646303141927,52.68525259899365,761.0524893999099,0.44815945486659065,171.9171106815338,0.03206831162966337,1997.4646543754156,212.1099103987217,1785.354743976694,2.0000002086162567,0.0,0.0,77.47000010788439,1.3101647620472403,0.6800729036331177,0.26943163937309766,0.23056834936141968,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,53.12999953210351,27.481904630586484,53.1299984049797,5.999999955296516
3,0.5198116898536682,0.5198116898536682,0.1,0.10063722535097314,0.4,0.0,0.03823352105838784,1.5991813492284268,1.5991813492284268,0.03823352105838784,0.0,75.21999999999998,1.453175043889333,120.29042108896223,2.875925454011933,0.0,0.6690866185217872,0.006126868675298497,2120.63100091839,212.77899701724348,1907.8520039011464,2.9999999701976776,0.0,0.0,75.2200001773238,1.4531750926391265,1.5991812944412231,0.10063722535097314,0.3993627727031708,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,55.380001300573326,31.218500217832627,55.3800002002716,4.999999701976776
4,0.5594495534896851,0.5594495534896851,0.1,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,78.69000000000001,1.3314249365946393,0.0,0.0,0.0,0.0,4.577590122315834e-06,2120.63100091839,212.77899701724348,1907.8520039011464,3.9999997317790985,0.0,0.0,78.69000001959502,1.3314249732269823,0.0,0.1,0.3999999985098839,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,51.90999871551989,29.208947499860074,51.91000017642975,3.999999761581421
5,0.5964892506599426,0.5964892506599426,0.1,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,82.09999999999998,1.5906967521436028,0.0,0.0,0.0,0.0,8.559215456671314e-06,2120.63100091839,212.77899701724348,1907.8520039011464,5.000000178813934,0.0,0.0,82.09999999927238,1.590696664489913,0.0,0.1,0.3999999985098839,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,48.50000002026556,27.232222611792366,48.50000134706497,2.9999998211860657
6,0.6264904141426086,0.6264904141426086,0.1,0.1,0.4,0.0,0.0,1.658173456282761,1.658173456282761,0.0,0.0,94.3,1.9500643327920735,156.36575692746436,0.0,0.0,0.0,0.0078552495183446,2276.996757845854,212.77899701724348,2064.2177608286106,5.999999940395355,0.0,0.0,94.300000179708,1.9500644917119758,1.6581732034683228,0.1,0.3999999985098839,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,36.30000252842902,15.916470671528941,36.30000342607498,1.9999998807907104
7,0.6507489085197449,0.6507489085197449,0.1,0.1,0.4,0.0,0.0,2.437657425313785,2.437657425313785,0.0,0.0,111.39999999999999,2.126502353117476,271.5550371799556,0.0,0.0,0.0,0.01361502395149063,2548.5517950258095,212.77899701724348,2335.772798008566,7.000000044703484,0.0,0.0,111.40000039100646,2.1265024027511403,2.4376577138900757,0.1,0.3999999985098839,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,19.199998694658262,-1.2575001440569906,19.199999163150785,0.0
8,0.6569491624832153,0.6569491624832153,0.1,0.1,0.4,0.0,0.0,4.12262341273602,4.12262341273602,0.0,0.0,121.11,2.3566789082459483,499.29092151645943,0.0,0.0,0.0,0.024977507560317382,3047.842716542269,212.77899701724348,2835.0637195250256,8.000000149011612,0.0,0.0,121.10999883770943,2.3566787844787136,4.1226232051849365,0.1,0.3999999985098839,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,9.489999850988369,-11.698666590526699,9.489999997615813,0.0
9,0.6304466724395752,0.6304466724395752,0.1,0.1,0.4,0.0,0.0,9.049034363523349,9.049034363523349,0.0,0.0,117.83,2.4346604782348846,1066.2477190539562,0.0,0.0,0.0,0.05333256696404616,4114.090435596226,212.77899701724348,3901.3114385789822,9.000000081956387,0.0,0.0,117.83000042796134,2.4346604367992475,9.049034342169762,0.1,0.3999999985098839,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,12.770002571344364,-9.01999927606434,12.769997541904448,0.0
10,0.5835878849029541,0.5835878849029541,0.1,0.1,0.4,0.0,0.0,12.568219100172763,12.568219100172763,0.0,0.0,110.90999999999998,2.6,1393.9411804001609,0.0,0.0,0.0,0.06973557899985632,5508.031615996387,212.77899701724348,5295.252618979143,10.000000014901161,0.0,0.0,110.91000095903873,2.6000001769798713,12.568219006061554,0.1,0.3999999985098839,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,19.689999328851684,-2.2615380995906946,19.689999797344207,6.999999895691872
