hour,action,delta,soc,soc_before,dod_morning,dod_evening,p_battery,p_pv_raw,p_pv_grid,p_bess_em,p_reserve,price_em,price_as,revenue_pv,revenue_energy,revenue_reserve,degradation_cost,reward,cumulative_revenue,cumulative_degradation,cumulative_profit,k,weekday,season,price_em_raw,price_as_raw,p_res_total_raw,soc_raw,dod_raw,price_em_max_morning,price_em_max_evening,k_em_max_morning,k_em_max_evening,price_em_min,k_em_min,price_as_min,price_as_max,time_to_peak_hour
0,0.20285101234912872,0.20285101234912872,0.4302917483336327,0.5,0.0697082516663673,0.0,4.0570202469825745,0.5215498606617941,0.5215498606617941,4.0570202469825745,15.421429892355631,83.14999999999999,1.1644882379556112,43.366870914028176,337.341233536601,17.9580737221052,3.5498927161097527,0.09871620123551401,398.6661781727344,3.5498927161097527,395.11628545662467,0.0,0.0,0.0,83.14999998835846,1.1644884185864801,0.5215495824813843,0.5,0.0,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,7.999999992549419
1,0.30588585138320923,0.30588585138320923,0.32517633548716907,0.4302917483336327,0.17482366451283093,0.0,6.117717027664185,0.0,0.0,6.117717027664185,13.699787872353781,82.73,1.056661682411641,0.0,506.118729698658,14.476040901883943,26.765011996030807,0.09020860622420765,919.2609487732763,30.31490471214056,888.9460440611357,0.9999997615814209,0.0,0.0,82.73000000234693,1.0566615436229732,0.0,0.4302917483336327,0.06970825791358948,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,6.999999895691872
2,0.3301853835582733,0.3301853835582733,0.21171056794137066,0.32517633548716907,0.28828943205862934,0.0,6.603707671165466,0.6800729650057269,0.6800729650057269,6.603707671165466,6.906872458064678,77.46999999999998,1.3101646303141927,52.68525259899365,511.5892332851886,9.049140000647588,28.891221061348915,0.06811067094083684,1492.584574658106,59.206125773489475,1433.3784488846165,2.0000002086162567,0.0,0.0,77.47000010788439,1.3101647620472403,0.6800729036331177,0.32517633548716907,0.17482367157936096,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,5.999999955296516
3,0.2968127429485321,0.2968127429485321,0.1097130617734902,0.21171056794137066,0.3902869382265098,0.0,5.936254858970642,1.5991813492284268,1.5991813492284268,5.936254858970642,0.7663792175115978,75.21999999999998,1.453175043889333,120.29042108896223,446.5250904917716,1.1136831530432887,103.88446003198624,-0.017609215037765608,2060.513769391883,163.0905858054757,1897.4231835864075,2.9999999701976776,0.0,0.0,75.2200001773238,1.4531750926391265,1.5991812944412231,0.21171056794137066,0.2882894277572632,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,4.999999701976776
4,0.2528410255908966,0.2528410255908966,0.1,0.1097130617734902,0.4,0.0,0.5827837064094119,0.0,0.0,0.5827837064094119,0.0,78.69000000000001,1.3314249365946393,0.0,45.85924985735663,0.0,10.198714862164708,-0.23315366247511773,2106.37301924924,173.28930066764042,1933.0837185815994,3.9999997317790985,0.0,0.0,78.69000001959502,1.3314249732269823,0.0,0.1097130617734902,0.3902869373559952,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,3.999999761581421
5,0.22999988496303558,0.22999988496303558,0.1,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,82.09999999999998,1.5906967521436028,0.0,0.0,0.0,0.0,-0.25,2106.37301924924,173.28930066764042,1933.0837185815994,5.000000178813934,0.0,0.0,82.09999999927238,1.590696664489913,0.0,0.1,0.3999999985098839,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,2.9999998211860657
6,0.20055674016475677,0.20055674016475677,0.1,0.1,0.4,0.0,0.0,1.658173456282761,1.658173456282761,0.0,0.0,94.3,1.9500643327920735,156.36575692746436,0.0,0.0,0.0,-0.17332944820868676,2262.7387761767045,173.28930066764042,2089.449475509064,5.999999940395355,0.0,0.0,94.300000179708,1.9500644917119758,1.6581732034683228,0.1,0.3999999985098839,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,1.9999998807907104
7,0.18125885725021362,0.18125885725021362,0.1,0.1,0.4,0.0,0.0,2.437657425313785,2.437657425313785,0.0,0.0,111.39999999999999,2.126502353117476,271.5550371799556,0.0,0.0,0.0,-0.11684888717703085,2534.29381335666,173.28930066764042,2361.0045126890195,7.000000044703484,0.0,0.0,111.40000039100646,2.1265024027511403,2.4376577138900757,0.1,0.3999999985098839,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,0.0
8,0.1550680249929428,0.1550680249929428,0.1,0.1,0.4,0.0,0.0,4.12262341273602,4.12262341273602,0.0,0.0,121.11,2.3566789082459483,499.29092151645943,0.0,0.0,0.0,0.24481645604042407,3033.5847348731195,173.28930066764042,2860.295434205479,8.000000149011612,0.0,0.0,121.10999883770943,2.3566787844787136,4.1226232051849365,0.1,0.3999999985098839,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,0.0
9,0.09232126921415329,0.09232126921415329,0.1,0.1,0.4,0.0,0.0,9.049034363523349,9.049034363523349,0.0,0.0,117.83,2.4346604782348846,1066.2477190539562,0.0,0.0,0.0,0.52281140431545,4099.832453927075,173.28930066764042,3926.543153259435,9.000000081956387,0.0,0.0,117.83000042796134,2.4346604367992475,9.049034342169762,0.1,0.3999999985098839,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,0.0
