policy,test_day,hour,action,delta,is_discharge_slot,soc,soc_before,dod_morning,dod_evening,p_battery,p_pv_raw,p_pv_grid,p_bess_em,p_reserve,price_em,price_as,revenue_pv,revenue_energy,revenue_reserve,degradation_cost,reward,cumulative_revenue,cumulative_degradation,cumulative_profit,k,weekday,season,price_em_raw,price_as_raw,p_res_total_raw,soc_raw,dod_raw,price_em_max_morning,price_em_max_evening,k_em_max_morning,k_em_max_evening,price_em_min,k_em_min,price_as_min,price_as_max
TD3 (Nonlinear),2024-01-11,0,0.613242506980896,0.0,False,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,20.0,91.74999999999999,1.4222097043880995,0.0,0.0,28.44419408776199,0.0,0.28444194087761987,28.44419408776199,0.0,28.44419408776199,0.0,3.0,0.0,91.75000009417532,1.4222098540402992,0.0,0.5,0.0,141.00000022888182,149.12000041604043,8.000000074505806,16.999999940395355,82.07000205874444,3.9999998807907104,0.6667847931999347,2.450169034920222
TD3 (Nonlinear),2024-01-11,1,0.7564893364906311,0.0,False,0.5,0.5,0.0,0.0,0.0,0.7823218279070028,0.7823218279070028,0.0,19.217678172093,88.58999999999999,0.0,69.30589073428136,0.0,0.0,0.0,0.6930589073428136,97.75008482204335,0.0,97.75008482204335,0.9999997615814209,3.0,0.0,88.58999989882109,0.0,0.7823218448283195,0.5,0.0,141.00000022888182,149.12000041604043,8.000000074505806,16.999999940395355,82.07000205874444,3.9999998807907104,0.6667847931999347,2.450169034920222
TD3 (Nonlinear),2024-01-11,2,0.7369943261146545,0.0,False,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,20.0,87.25000000000001,2.450169648862103,0.0,0.0,49.00339297724206,0.0,0.49003392977242055,146.7534777992854,0.0,146.7534777992854,2.0000002086162567,3.0,0.0,87.25000023305414,2.4501699628632987,0.0,0.5,0.0,141.00000022888182,149.12000041604043,8.000000074505806,16.999999940395355,82.07000205874444,3.9999998807907104,0.6667847931999347,2.450169034920222
TD3 (Nonlinear),2024-01-11,3,0.7901192307472229,0.0,False,0.5,0.5,0.0,0.0,0.0,0.41095125218761225,0.41095125218761225,0.0,19.589048747812388,82.38000000000001,2.4448777057760083,33.8541641552155,0.0,47.89282856088594,0.0,0.8174699271610143,228.50047051538684,0.0,228.50047051538684,2.9999999701976776,3.0,0.0,82.38000000117346,2.4448781743890797,0.41095130623701914,0.5,0.0,141.00000022888182,149.12000041604043,8.000000074505806,16.999999940395355,82.07000205874444,3.9999998807907104,0.6667847931999347,2.450169034920222
TD3 (Nonlinear),2024-01-11,4,0.9480412602424622,0.0,False,0.5,0.5,0.0,0.0,0.0,0.04352353411908582,0.04352353411908582,0.0,19.956476465880915,82.07000000000001,2.439585762689911,3.5719764451533735,0.0,48.68553585961935,0.0,0.5225751230477272,280.75798282015955,0.0,280.75798282015955,3.9999997317790985,3.0,0.0,82.07000000061525,2.4395863859148608,0.043523676963859496,0.5,0.0,141.00000022888182,149.12000041604043,8.000000074505806,16.999999940395355,82.07000205874444,3.9999998807907104,0.6667847931999347,2.450169034920222
TD3 (Nonlinear),2024-01-11,5,0.9981439709663391,0.0,False,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,20.0,88.83999999999999,1.4050108893582884,0.0,0.0,28.100217787165768,0.0,0.28100217787165765,308.85820060732533,0.0,308.85820060732533,5.000000178813934,3.0,0.0,88.83999982267618,1.4050115414990876,0.0,0.5,0.0,141.00000022888182,149.12000041604043,8.000000074505806,16.999999940395355,82.07000205874444,3.9999998807907104,0.6667847931999347,2.450169034920222
TD3 (Nonlinear),2024-01-11,6,0.999949038028717,0.0,False,0.5,0.5,0.0,0.0,0.0,0.04588038826775113,0.04588038826775113,0.0,19.95411961173225,101.40999999999998,1.4089798466728616,4.652730174232641,0.0,28.114952391030446,0.0,0.32767682565263084,341.62588317258843,0.0,341.62588317258843,5.999999940395355,3.0,0.0,101.41000015735624,1.4089803828547518,0.045880271946566346,0.5,0.0,141.00000022888182,149.12000041604043,8.000000074505806,16.999999940395355,82.07000205874444,3.9999998807907104,0.6667847931999347,2.450169034920222
TD3 (Nonlinear),2024-01-11,7,0.9999969601631165,0.0,False,0.5,0.5,0.0,0.0,0.0,2.8885012192373645,2.8885012192373645,0.0,17.111498780762634,116.83,1.541278423825243,337.46359744350127,0.0,26.373583870101402,0.0,3.6383718131360268,705.4630644861911,0.0,705.4630644861911,7.000000044703484,3.0,0.0,116.83000073254108,1.5412779706822226,2.8885010334472363,0.5,0.0,141.00000022888182,149.12000041604043,8.000000074505806,16.999999940395355,82.07000205874444,3.9999998807907104,0.6667847931999347,2.450169034920222
TD3 (Nonlinear),2024-01-11,8,1.0,1.0,True,0.28333615216634433,0.5,0.21666384783365567,0.0,12.609835943918757,7.390164056081243,7.390164056081243,12.609835943918757,0.0,141.0,0.9790094709276222,1042.0131319074553,1777.9868680925447,0.0,55.16803225464456,27.648319677453557,3525.463064486191,55.16803225464456,3470.2950322315464,8.000000149011612,3.0,0.0,140.9999992585182,0.9790096274504756,7.390164036019542,0.5,0.0,141.00000022888182,149.12000041604043,8.000000074505806,16.999999940395355,82.07000205874444,3.9999998807907104,0.6667847931999347,2.450169034920222
TD3 (Nonlinear),2024-01-11,9,0.9999998807907104,0.0,False,0.28333615216634433,0.28333615216634433,0.21666384783365567,0.0,0.0,10.785158003554086,10.785158003554086,0.0,9.214841996445912,129.15999999999997,1.1523206069972418,1393.0110077390455,0.0,10.61845232272823,0.0,14.036294600617737,4929.092524547965,55.16803225464456,4873.92449229332,9.000000081956387,3.0,0.0,129.15999971151348,1.1523200139391419,10.78515800887063,0.28333615216634433,0.21666383743286133,141.00000022888182,149.12000041604043,8.000000074505806,16.999999940395355,82.07000205874444,3.9999998807907104,0.6667847931999347,2.450169034920222
