hour,action,delta,soc,soc_before,dod_morning,dod_evening,p_battery,p_pv_raw,p_pv_grid,p_bess_em,p_reserve,price_em,price_as,revenue_pv,revenue_energy,revenue_reserve,degradation_cost,reward,reward_base,reward_with_shaping,reward_final,reward_shaping_component,q1_eval,q2_eval,cumulative_revenue,cumulative_degradation,cumulative_profit,future_price_trend,delta_to_morning_peak,delta_to_evening_peak,time_to_peak_hour_raw,k,weekday,season,price_em_raw,price_as_raw,p_res_total_raw,soc_raw,dod_raw,price_em_max_morning,price_em_max_evening,k_em_max_morning,k_em_max_evening,price_em_min,k_em_min,price_as_min,price_as_max,time_to_peak_hour
0,-0.5791559219360352,-0.5791559219360352,0.687260414759318,0.5,0.18726041475931798,0.0,-11.583118438720703,0.5215498606617941,0.0,-11.061568578058909,8.416881561279297,83.14999999999999,1.1644882379556112,0.0,-919.7694272655982,9.801359578375202,50.676143169403076,7.939602310109026,0.0,7.939602310109026,7.939602310109026,7.939602310109026,1.801878809928894,3.2419369220733643,-909.968067687223,50.676143169403076,-960.644210856626,-1.3983333333333405,37.96000000000001,47.45000000000003,8.0,0.0,0.0,0.0,83.14999998835846,1.1644884185864801,0.5215495824813843,0.5,0.0,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,7.999999992549419
1,-0.428464412689209,-0.428464412689209,0.8257972415288288,0.687260414759318,0.32579724152882883,0.0,-8.56928825378418,0.0,0.0,-8.56928825378418,11.43071174621582,82.73,1.056661682411641,0.0,-708.9372172355652,12.078395104918917,149.96254444122314,5.894819095050182,0.0,5.894819095050182,5.894819095050182,5.894819095050182,2.3241281509399414,4.602653980255127,-1606.8268898178692,200.63868761062622,-1807.4655774284954,3.799999999999983,38.379999999999995,47.87000000000002,7.0,0.9999997615814209,0.0,0.0,82.73000000234693,1.0566615436229732,0.0,0.687260414759318,0.18726041913032532,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,6.999999895691872
2,0.999893307685852,0.999893307685852,0.49383973233648737,0.8257972415288288,0.33195750919234146,0.0,19.319927034994272,0.6800729650057269,0.6800729650057269,19.319927034994272,0.0,77.46999999999998,1.3101646303141927,52.68525259899365,1496.714747401006,0.0,338.09872311239974,0.591210725680842,0.0,0.591210725680842,0.591210725680842,0.591210725680842,2.972304582595825,7.626820087432861,-57.42688981786953,538.737410723026,-596.1643005408955,16.333333333333343,43.640000000000015,53.13000000000004,6.0,2.0000002086162567,0.0,0.0,77.47000010788439,1.3101647620472403,0.6800729036331177,0.8257972415288288,0.3257972449064255,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,5.999999955296516
3,0.9998533725738525,0.9998533725738525,0.17767446342288645,0.49383973233648737,0.6481227781059424,0.0,18.400818650771573,1.5991813492284268,1.5991813492284268,18.400818650771573,0.0,75.21999999999998,1.453175043889333,120.29042108896223,1384.1095789110375,0.0,603.7768619784422,-0.1014697082817899,0.0,-0.1014697082817899,-0.1014697082817899,-0.1014697082817899,4.026730060577393,9.053655624389648,1446.97311018213,1142.5142727014681,304.45883748066194,25.685000000000002,45.890000000000015,55.38000000000004,5.0,2.9999999701976776,0.0,0.0,75.2200001773238,1.4531750926391265,1.5991812944412231,0.49383973233648737,0.33195750415325165,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,4.999999701976776
4,-0.9899300336837769,-0.9899300336837769,0.49775184098064096,0.17767446342288645,0.6481227781059424,0.0,-19.798600673675537,0.0,0.0,-19.798600673675537,0.2013993263244629,78.69000000000001,1.3314249365946393,0.0,-1557.9518870115282,0.2681480852817511,649.6415846049786,14.846447973571637,0.0,14.846447973571637,14.846447973571637,14.846447973571637,8.553749084472656,13.542049407958984,-110.71062874411629,1792.1558573064467,-1902.866486050563,27.58499999999998,42.41999999999999,51.91000000000001,4.0,3.9999997317790985,0.0,0.0,78.69000001959502,1.3314249732269823,0.0,0.17767446342288645,0.6481227725744247,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,3.999999761581421
5,-0.9977243542671204,-0.9977243542671204,0.8203493821936765,0.49775184098064096,0.6481227781059424,0.0,-19.954487085342407,0.0,0.0,-19.954487085342407,0.04551291465759277,82.09999999999998,1.5906967521436028,0.0,-1638.2633897066112,0.0723972455264218,654.7566074877977,14.192637707952832,0.0,14.192637707952832,14.192637707952832,14.192637707952832,10.50868034362793,16.929109573364258,-1748.901621205201,2446.9124647942444,-4195.8140859994455,27.673333333333346,39.01000000000002,48.50000000000004,3.0,5.000000178813934,0.0,0.0,82.09999999927238,1.590696664489913,0.0,0.49775184098064096,0.6481227725744247,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,2.9999998211860657
6,0.9999780654907227,0.9999780654907227,0.5051977233669198,0.8203493821936765,0.6481227781059424,0.0,18.34182654371724,1.658173456282761,1.658173456282761,18.34182654371724,0.0,94.3,1.9500643327920735,156.36575692746436,1729.6342430725356,0.0,601.8411834657219,-9.618032553801891,0.0,-9.618032553801891,-9.618032553801891,-9.618032553801891,3.71366810798645,9.160107612609863,137.09837879479886,3048.753648259966,-2911.6552694651673,15.669999999999987,26.810000000000002,36.300000000000026,2.0,5.999999940395355,0.0,0.0,94.300000179708,1.9500644917119758,1.6581732034683228,0.8203493821936765,0.6481227725744247,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,1.9999998807907104
7,0.9999830722808838,0.9999830722808838,0.20343925988433875,0.5051977233669198,0.6481227781059424,0.0,17.562342574686216,2.437657425313785,2.437657425313785,17.562342574686216,0.0,111.39999999999999,2.126502353117476,271.5550371799556,1956.4449628200443,0.0,576.2643657318914,30.25365622291558,0.0,30.25365622291558,30.25365622291558,30.25365622291558,1.4930014610290527,7.357950687408447,2365.0983787947985,3625.0180139918575,-1259.919635197059,-4.513333333333335,9.710000000000008,19.20000000000003,0.0,7.000000044703484,0.0,0.0,111.40000039100646,2.1265024027511403,2.4376577138900757,0.5051977233669198,0.6481227725744247,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,0.0
8,-0.99996018409729,-0.99996018409729,0.5267597194091291,0.20343925988433875,0.6481227781059424,0.0,-19.9992036819458,4.12262341273602,0.0,-15.87658026920978,0.0007963180541992188,121.11,2.3566789082459483,0.0,-1922.8126364039965,0.0018766659625867527,656.2238708138466,2.7416748709521994,0.0,2.7416748709521994,2.7416748709521994,2.7416748709521994,14.072593688964844,20.839780807495117,442.2876190567649,4281.241884805704,-3838.954265748939,-17.74166666666666,0.0,9.490000000000023,0.0,8.000000149011612,0.0,0.0,121.10999883770943,2.3566787844787136,4.1226232051849365,0.20343925988433875,0.6481227725744247,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,0.0
9,-0.9999921917915344,-0.9999921917915344,0.8500905280883919,0.5267597194091291,0.6724160646655055,0.0,-19.99984383583069,9.049034363523349,0.0,-10.95080947230734,0.00015616416931152344,117.83,2.4346604782348846,0.0,-1290.3338801219738,0.0003802067311391471,656.2448758631945,3.62928112120268,0.0,3.62928112120268,3.62928112120268,3.62928112120268,13.290714263916016,20.266645431518555,-848.0458808584777,4937.486760668899,-5785.532641527377,-16.103333333333325,0.0,12.770000000000024,0.0,9.000000081956387,0.0,0.0,117.83000042796134,2.4346604367992475,9.049034342169762,0.5267597194091291,0.6481227725744247,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,0.0
