hour,action,delta,soc,soc_before,dod_morning,dod_evening,p_battery,p_pv_raw,p_pv_grid,p_bess_em,p_reserve,price_em,price_as,revenue_pv,revenue_energy,revenue_reserve,degradation_cost,reward,reward_base,reward_with_shaping,reward_final,reward_shaping_component,q1_eval,q2_eval,cumulative_revenue,cumulative_degradation,cumulative_profit,future_price_trend,delta_to_morning_peak,delta_to_evening_peak,time_to_peak_hour_raw,k,weekday,season,price_em_raw,price_as_raw,p_res_total_raw,soc_raw,dod_raw,price_em_max_morning,price_em_max_evening,k_em_max_morning,k_em_max_evening,price_em_min,k_em_min,price_as_min,price_as_max,time_to_peak_hour
0,-0.5262013673782349,-0.5262013673782349,0.6701384421189626,0.5,0.17013844211896256,0.0,-10.524027347564697,0.5215498606617941,0.0,-10.002477486902903,9.475972652435303,83.14999999999999,1.1644882379556112,0.0,-831.7060030359763,11.034658696949945,46.04261964559555,7.21365254809599,0.0,7.21365254809599,7.21365254809599,7.21365254809599,1.7784055471420288,3.3367249965667725,-820.6713443390264,46.04261964559555,-866.713963984622,-1.3983333333333405,37.96000000000001,47.45000000000003,8.0,0.0,0.0,0.0,83.14999998835846,1.1644884185864801,0.5215495824813843,0.5,0.0,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,7.999999992549419
1,-0.46994566917419434,-0.46994566917419434,0.8220875418186188,0.6701384421189626,0.32208754181861876,0.0,-9.398913383483887,0.0,0.0,-9.398913383483887,10.601086616516113,82.73,1.056661682411641,0.0,-777.572104215622,11.201762019599448,164.48098421096802,6.472967447721211,0.0,6.472967447721211,6.472967447721211,6.472967447721211,2.4604508876800537,5.019623279571533,-1587.0416865350487,210.52360385656357,-1797.5652903916123,3.799999999999983,38.379999999999995,47.87000000000002,7.0,0.9999997615814209,0.0,0.0,82.73000000234693,1.0566615436229732,0.0,0.6701384421189626,0.17013844847679138,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,6.999999895691872
2,0.9994611144065857,0.9994611144065857,0.4901300326262773,0.8220875418186188,0.33195750919234146,0.0,19.319927034994272,0.6800729650057269,0.6800729650057269,19.319927034994272,0.0,77.46999999999998,1.3101646303141927,52.68525259899365,1496.714747401006,0.0,338.09872311239974,0.5907655617156168,0.0,0.5907655617156168,0.5907655617156168,0.5907655617156168,3.016448974609375,7.891005992889404,-37.64168653504913,548.6223269689633,-586.2640135040124,16.333333333333343,43.640000000000015,53.13000000000004,6.0,2.0000002086162567,0.0,0.0,77.47000010788439,1.3101647620472403,0.6800729036331177,0.8220875418186188,0.3220875412225723,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,5.999999955296516
3,0.999340832233429,0.999340832233429,0.17396476371267638,0.4901300326262773,0.6481227781059424,0.0,18.400818650771573,1.5991813492284268,1.5991813492284268,18.400818650771573,0.0,75.21999999999998,1.453175043889333,120.29042108896223,1384.1095789110375,0.0,603.7768619784422,-0.10636651189926719,0.0,-0.10636651189926719,-0.10636651189926719,-0.10636651189926719,3.974703550338745,9.264376640319824,1466.7583134649506,1152.3991889474055,314.35912451754507,25.685000000000002,45.890000000000015,55.38000000000004,5.0,2.9999999701976776,0.0,0.0,75.2200001773238,1.4531750926391265,1.5991812944412231,0.4901300326262773,0.33195750415325165,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,4.999999701976776
4,-0.9846463799476624,-0.9846463799476624,0.4923337598957539,0.17396476371267638,0.6481227781059424,0.0,-19.692927598953247,0.0,0.0,-19.692927598953247,0.30707240104675293,78.69000000000001,1.3314249365946393,0.0,-1549.6364727616312,0.40884385209363666,646.1741868406534,14.767206524545504,0.0,14.767206524545504,14.767206524545504,14.767206524545504,8.583539009094238,14.16237735748291,-82.46931544458701,1798.573375788059,-1881.042691232646,27.58499999999998,42.41999999999999,51.91000000000001,4.0,3.9999997317790985,0.0,0.0,78.69000001959502,1.3314249732269823,0.0,0.17396476371267638,0.6481227725744247,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,3.999999761581421
5,-0.9961593151092529,-0.9961593151092529,0.8144252717810789,0.4923337598957539,0.6481227781059424,0.0,-19.92318630218506,0.0,0.0,-19.92318630218506,0.0768136978149414,82.09999999999998,1.5906967521436028,0.0,-1635.6935954093929,0.12218729963436746,653.7295505404472,14.224656502579991,0.0,14.224656502579991,14.224656502579991,14.224656502579991,10.469666481018066,17.62638282775879,-1718.0407235543455,2452.302926328506,-4170.343649882851,27.673333333333346,39.01000000000002,48.50000000000004,3.0,5.000000178813934,0.0,0.0,82.09999999927238,1.590696664489913,0.0,0.4923337598957539,0.6481227725744247,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,2.9999998211860657
6,0.9994499683380127,0.9994499683380127,0.4992736129543222,0.8144252717810789,0.6481227781059424,0.0,18.34182654371724,1.658173456282761,1.658173456282761,18.34182654371724,0.0,94.3,1.9500643327920735,156.36575692746436,1729.6342430725356,0.0,601.8411834657219,-9.618032553801891,0.0,-9.618032553801891,-9.618032553801891,-9.618032553801891,3.5327439308166504,9.07421875,167.9592764456544,3054.144109794228,-2886.1848333485736,15.669999999999987,26.810000000000002,36.300000000000026,2.0,5.999999940395355,0.0,0.0,94.300000179708,1.9500644917119758,1.6581732034683228,0.8144252717810789,0.6481227725744247,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,1.9999998807907104
7,0.9996563792228699,0.9996563792228699,0.19751514947174115,0.4992736129543222,0.6481227781059424,0.0,17.562342574686216,2.437657425313785,2.437657425313785,17.562342574686216,0.0,111.39999999999999,2.126502353117476,271.5550371799556,1956.4449628200443,0.0,576.2643657318914,30.25067440228167,0.0,30.25067440228167,30.25067440228167,30.25067440228167,1.4400023221969604,7.244606018066406,2395.9592764456543,3630.408475526119,-1234.449199080465,-4.513333333333335,9.710000000000008,19.20000000000003,0.0,7.000000044703484,0.0,0.0,111.40000039100646,2.1265024027511403,2.4376577138900757,0.4992736129543222,0.6481227725744247,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,0.0
8,-0.999914288520813,-0.999914288520813,0.520820769426804,0.19751514947174115,0.6481227781059424,0.0,-19.99828577041626,4.12262341273602,0.0,-15.87566235768024,0.0017142295837402344,121.11,2.3566789082459483,0.0,-1922.7014681386538,0.004039888703891842,656.1937518417835,2.74154903519322,0.0,2.74154903519322,2.74154903519322,2.74154903519322,13.943829536437988,21.09846305847168,473.2618481957045,4286.602227367903,-3813.3403791721985,-17.74166666666666,0.0,9.490000000000023,0.0,8.000000149011612,0.0,0.0,121.10999883770943,2.3566787844787136,4.1226232051849365,0.19751514947174115,0.6481227725744247,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,0.0
9,-0.9999802112579346,-0.9999802112579346,0.8441477044002028,0.520820769426804,0.6701829406875264,0.0,-19.99960422515869,9.049034363523349,0.0,-10.950569861635342,0.00039577484130859375,117.83,2.4346604782348846,0.0,-1290.3056467964923,0.0009635773644137164,656.2370136380196,3.6363683084254523,0.0,3.6363683084254523,3.6363683084254523,3.6363683084254523,13.19693660736084,20.25574493408203,-817.0428350234233,4942.839241005922,-5759.882076029346,-16.103333333333325,0.0,12.770000000000024,0.0,9.000000081956387,0.0,0.0,117.83000042796134,2.4346604367992475,9.049034342169762,0.520820769426804,0.6481227725744247,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,0.0
