hour,action,delta,soc,soc_before,dod_morning,dod_evening,p_battery,p_pv_raw,p_pv_grid,p_bess_em,p_reserve,price_em,price_as,revenue_pv,revenue_energy,revenue_reserve,degradation_cost,reward,reward_base,reward_with_shaping,reward_final,reward_shaping_component,q1_eval,q2_eval,cumulative_revenue,cumulative_degradation,cumulative_profit,future_price_trend,delta_to_morning_peak,delta_to_evening_peak,time_to_peak_hour_raw,k,weekday,season,price_em_raw,price_as_raw,p_res_total_raw,soc_raw,dod_raw,price_em_max_morning,price_em_max_evening,k_em_max_morning,k_em_max_evening,price_em_min,k_em_min,price_as_min,price_as_max,time_to_peak_hour
0,-0.3394380807876587,-0.3394380807876587,0.609751646121343,0.5,0.10975164612134303,0.0,-6.788761615753174,0.5215498606617941,0.0,-6.267211755091379,13.211238384246826,83.14999999999999,1.1644882379556112,0.0,-521.1186574358481,15.384331707283122,29.700832068920135,4.65332955821579,0.0,4.65332955821579,4.65332955821579,4.65332955821579,1.4515491724014282,3.2027244567871094,-505.734325728565,29.700832068920135,-535.4351577974851,-1.3983333333333405,37.96000000000001,47.45000000000003,8.0,0.0,0.0,0.0,83.14999998835846,1.1644884185864801,0.5215495824813843,0.5,0.0,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,7.999999992549419
1,-0.5187768936157227,-0.5187768936157227,0.7774895083904266,0.609751646121343,0.27748950839042663,0.0,-10.375537872314453,0.0,0.0,-10.375537872314453,9.624462127685547,82.73,1.056661682411641,0.0,-858.3682481765748,10.169800344147333,45.39297819137573,7.174821205456016,0.0,7.174821205456016,7.174821205456016,7.174821205456016,2.409497022628784,5.282291889190674,-1353.9327735609925,75.09381026029587,-1429.0265838212883,3.799999999999983,38.379999999999995,47.87000000000002,7.0,0.9999997615814209,0.0,0.0,82.73000000234693,1.0566615436229732,0.0,0.609751646121343,0.1097516417503357,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,6.999999895691872
2,0.29830020666122437,0.29830020666122437,0.6749808463075316,0.7774895083904266,0.27748950839042663,0.0,5.966004133224487,0.6800729650057269,0.6800729650057269,5.966004133224487,13.353922901769785,77.46999999999998,1.3101646303141927,52.68525259899365,462.18634020090093,17.495837461841443,26.101268082857132,0.1789089951611665,0.0,0.1789089951611665,0.1789089951611665,0.1789089951611665,2.650672674179077,7.523007392883301,-821.5653432992565,101.195078343153,-922.7604216424095,16.333333333333343,43.640000000000015,53.13000000000004,6.0,2.0000002086162567,0.0,0.0,77.47000010788439,1.3101647620472403,0.6800729036331177,0.7774895083904266,0.2774895131587982,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,5.999999955296516
3,0.9726121425628662,0.9726121425628662,0.3588155773939307,0.6749808463075316,0.4186739309964959,0.0,18.400818650771573,1.5991813492284268,1.5991813492284268,18.400818650771573,0.0,75.21999999999998,1.453175043889333,120.29042108896223,1384.1095789110375,0.0,402.51790798562814,-0.052942130712728325,0.0,-0.052942130712728325,-0.052942130712728325,-0.052942130712728325,3.9748618602752686,9.760926246643066,682.8346567007433,503.71298632878114,179.12167037196213,25.685000000000002,45.890000000000015,55.38000000000004,5.0,2.9999999701976776,0.0,0.0,75.2200001773238,1.4531750926391265,1.5991812944412231,0.6749808463075316,0.2774895131587982,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,4.999999701976776
4,0.68122398853302,0.68122398853302,0.12471798683275542,0.3588155773939307,0.6527715215576713,0.0,13.6244797706604,0.0,0.0,13.6244797706604,1.9044548729754407,78.69000000000001,1.3314249365946393,0.0,1072.110313153267,2.535638708498678,447.0532424747944,0.5115738575226959,0.0,0.5115738575226959,0.5115738575226959,0.5115738575226959,3.5514976978302,10.088022232055664,1757.480608562509,950.7662288035756,806.7143797589333,27.58499999999998,42.41999999999999,51.91000000000001,4.0,3.9999997317790985,0.0,0.0,78.69000001959502,1.3314249732269823,0.0,0.3588155773939307,0.41867393255233765,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,3.999999761581421
5,-0.9562414884567261,-0.9562414884567261,0.43390273476709684,0.12471798683275542,0.6527715215576713,0.0,-19.12482976913452,0.0,0.0,-19.12482976913452,0.8751702308654785,82.09999999999998,1.5906967521436028,0.0,-1570.1485240459438,1.3921304438104838,627.5334767997265,16.582238083342254,0.0,16.582238083342254,16.582238083342254,16.582238083342254,9.808321952819824,15.245830535888672,188.72421496037572,1578.299705603302,-1389.5754906429263,27.673333333333346,39.01000000000002,48.50000000000004,3.0,5.000000178813934,0.0,0.0,82.09999999927238,1.590696664489913,0.0,0.12471798683275542,0.6527715176343918,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,2.9999998211860657
6,-0.9853091239929199,-0.9853091239929199,0.7524860181914743,0.43390273476709684,0.6527715215576713,0.0,-19.7061824798584,1.658173456282761,0.0,-18.048009023575638,0.29381752014160156,94.3,1.9500643327920735,0.0,-1701.9272509231826,0.5729630663775539,646.6091126203537,11.10212079733743,0.0,11.10212079733743,11.10212079733743,11.10212079733743,11.818524360656738,17.97803497314453,-1512.6300728964293,2224.9088182236555,-3737.538891120085,15.669999999999987,26.810000000000002,36.300000000000026,2.0,5.999999940395355,0.0,0.0,94.300000179708,1.9500644917119758,1.6581732034683228,0.43390273476709684,0.6527715176343918,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,1.9999998807907104
7,-0.9765828847885132,-0.9765828847885132,0.8955745805457442,0.7524860181914743,0.7708565937129888,0.0,-8.850838908511543,2.437657425313785,0.0,-6.413181483197758,11.149161091488457,111.39999999999999,2.126502353117476,0.0,-714.4284172282302,23.70871729633601,387.22420224738,2.340147730407899,0.0,2.340147730407899,2.340147730407899,2.340147730407899,10.706108093261719,18.56496810913086,-2203.3497728283232,2612.1330204710357,-4815.482793299359,-4.513333333333335,9.710000000000008,19.20000000000003,0.0,7.000000044703484,0.0,0.0,111.40000039100646,2.1265024027511403,2.4376577138900757,0.7524860181914743,0.6527715176343918,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,0.0
8,0.9769535660743713,0.9769535660743713,0.6227674226889748,0.8955745805457442,0.7708565937129888,0.0,15.87737658726398,4.12262341273602,4.12262341273602,15.87737658726398,0.0,121.11,2.3566789082459483,499.29092151645943,1922.9090784835405,0.0,694.635225692799,29.57813629026454,0.0,29.57813629026454,29.57813629026454,29.57813629026454,3.4971702098846436,6.486331939697266,218.85022717167664,3306.7682461638346,-3087.918018992158,-17.74166666666666,0.0,9.490000000000023,0.0,8.000000149011612,0.0,0.0,121.10999883770943,2.3566787844787136,4.1226232051849365,0.8955745805457442,0.7708565890789032,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,0.0
9,0.9968753457069397,0.9968753457069397,0.43460650110002885,0.6227674226889748,0.7708565937129888,0.0,10.950965636476651,9.049034363523349,9.049034363523349,10.950965636476651,0.0,117.83,2.4346604782348846,1066.2477190539562,1290.3522809460437,0.0,479.1047465958535,19.88179647804096,0.0,19.88179647804096,19.88179647804096,19.88179647804096,2.005995750427246,4.869606018066406,2575.450227171677,3785.8729927596883,-1210.4227655880113,-16.103333333333325,0.0,12.770000000000024,0.0,9.000000081956387,0.0,0.0,117.83000042796134,2.4346604367992475,9.049034342169762,0.6227674226889748,0.7708565890789032,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,0.0
