episode,return,episode_profit,episode_revenue,episode_degradation,rev_pv,rev_energy,rev_reserve,deg_cost
1,266.07575384709713,12065.297156280038,12258.28821173223,192.99105545219138,9811.05578662392,784.314732649349,1662.9176924589594,192.99105545219138
2,152.37381999800766,6528.681683659947,6775.352722793931,246.67103913398358,4438.282201569861,699.6022926402504,1637.4682285838212,246.67103913398358
3,157.7127105946132,10767.012933155322,10887.56597194991,120.553038794589,10126.073907823024,-595.7389545047763,1357.2310186316602,120.553038794589
4,90.65445709784194,9275.443830342449,9297.092297654906,21.648467312458674,9491.092893387073,-1540.8894672112147,1346.8888714790542,21.648467312458674
5,118.8532416552958,7573.71163389496,7703.935250043159,130.2236161481989,4510.059099307203,-493.52051800529176,3687.396668741249,130.2236161481989
6,225.89456068579693,12999.414555750996,13113.552555811408,114.1380000604112,9466.941109706533,-742.5943189805596,4389.205765085433,114.1380000604112
7,242.0870078753794,10792.83460274029,10935.463624371016,142.6290216307269,9547.123391393696,12.684215718159862,1375.6560172591592,142.6290216307269
8,186.87193242044754,12346.70342841523,12425.888038101222,79.18460968599119,11878.74388594062,-1725.254225551709,2272.3983777123153,79.18460968599119
9,124.92883689796659,12602.852622699158,12624.485292569068,21.63266986991004,12689.331055609315,-1732.7900198228851,1667.944256782638,21.63266986991004
10,201.3469074370617,11652.384587870809,11783.09876484027,130.71417696946162,10088.312947678587,-730.3706381477555,2425.1564553094413,130.71417696946162
11,35.8475426411396,833.2094931856639,1001.8486229360952,168.6391297504314,-2271.551470348683,514.5381412732138,2758.8619520115653,168.6391297504314
12,100.97168854512958,10307.168853500158,10328.818337488074,21.649483987916476,8967.561796238462,-859.6451955194218,2220.9017367690303,21.649483987916476
13,190.68712718429938,13584.21211527334,13690.567505118934,106.35538984559462,8859.565189554702,54.98001898715276,4776.022296577076,106.35538984559462
14,102.09788593419262,-862.0466119607393,-728.2320838321797,133.81452812855963,-2033.7271059269187,-204.45962805658087,1509.9546501513196,133.81452812855963
15,91.34282498706091,9244.221718639907,9265.838306748416,21.616588108509102,9529.528051123893,-1604.4726521536645,1340.7829077781882,21.616588108509102
16,123.04164482386476,12454.150685244884,12475.79270225588,21.64201701099516,12072.36093370968,-1878.7311867653102,2282.162955311513,21.64201701099516
17,203.53602984283876,12459.882358042581,12980.701751607825,520.8193935652441,10961.742906370213,359.59142292250067,1659.3674223151104,520.8193935652441
18,87.71130906867786,8941.130565343388,8962.779865033792,21.649299690402795,7789.231051798271,-599.9780383704393,1773.5268516059562,21.649299690402795
19,235.44362978581455,9666.439247393488,9860.661596872485,194.22234947899753,6882.668884005836,1325.6706870384915,1652.3220258281558,194.22234947899753
20,108.0493755174856,10974.690606020777,10996.206434363985,21.515828343209247,10717.166866586256,-1511.0605176195838,1790.1000853973098,21.515828343209247
21,107.57983784036198,4384.275852563596,4406.191313195974,21.915460632377016,4646.81918392427,-1517.2226251072475,1276.5947543789518,21.915460632377016
22,307.0118016199868,10542.838481545748,10696.042073555764,153.20359201001557,7944.788000720038,533.3868793462531,2217.867193489473,153.20359201001557
