hour,action,delta,soc,soc_before,dod_morning,dod_evening,p_battery,p_pv_raw,p_pv_grid,p_bess_em,p_reserve,price_em,price_as,revenue_pv,revenue_energy,revenue_reserve,degradation_cost,reward,cumulative_revenue,cumulative_degradation,cumulative_profit,k,weekday,season,price_em_raw,price_as_raw,p_res_total_raw,soc_raw,dod_raw,price_em_max_morning,price_em_max_evening,k_em_max_morning,k_em_max_evening,price_em_min,k_em_min,price_as_min,price_as_max,max_future_price_delta,avg_future_price_delta,peak_hour_price_delta,time_to_peak_hour
0,-0.14461953938007355,-0.14461953938007355,0.5467603177328905,0.5,0.046760317732890466,0.0,-2.892390787601471,0.5215498606617941,0.0,-2.370840926939677,17.10760921239853,83.14999999999999,1.1644882379556112,0.0,-197.1354230750341,19.921609707379144,2.530841939151287,-0.05649491334067528,-177.21381336765498,2.530841939151287,-179.74465530680627,0.0,0.0,0.0,83.14999998835846,1.1644884185864801,0.5215495824813843,0.5,0.0,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,47.45000132977961,19.64086975255981,47.44999998807907,7.999999992549419
1,-0.12395399808883667,-0.12395399808883667,0.5868387771149477,0.5467603177328905,0.0868387771149477,0.0,-2.4790799617767334,0.0,0.0,-2.4790799617767334,17.520920038223267,82.73,1.056661682411641,0.0,-205.09428523778917,18.51368484498883,2.1691949665546417,-0.07081779760261557,-363.7944137604553,4.700036905705929,-368.49445066616124,0.9999997615814209,0.0,0.0,82.73000000234693,1.0566615436229732,0.0,0.5467603177328905,0.04676032066345215,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,47.869999204874034,20.97272686067967,47.87000053167343,6.999999895691872
2,-0.0938619002699852,-0.0938619002699852,0.617187458202243,0.5868387771149477,0.11718745820224297,0.0,-1.877238005399704,0.6800729650057269,0.0,-1.197165040393977,18.122761994600296,77.46999999999998,1.3101646303141927,0.0,-92.7443756793214,23.7438017689276,8.212916273623705,-0.013007256903661312,-432.7949876708491,12.912953179329634,-445.7079408501787,2.0000002086162567,0.0,0.0,77.47000010788439,1.3101647620472403,0.6800729036331177,0.5868387771149477,0.08683878183364868,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,53.12999953210351,27.481904630586484,53.1299984049797,5.999999955296516
3,-0.04929745942354202,-0.04929745942354202,0.6331269700825215,0.617187458202243,0.1331269700825215,0.0,-0.9859491884708405,1.5991813492284268,0.6132321607575864,-0.0,19.01405081152916,75.21999999999998,1.453175043889333,46.12732313218564,-0.0,27.630744122557893,4.313527699559927,0.04986762544830502,-359.03692041610554,17.22648087888956,-376.2634012949951,2.9999999701976776,0.0,0.0,75.2200001773238,1.4531750926391265,1.5991812944412231,0.617187458202243,0.11718747019767761,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,55.380001300573326,31.218500217832627,55.3800002002716,4.999999701976776
4,0.0021718258503824472,0.0021718258503824472,0.6323806381751735,0.6331269700825215,0.1331269700825215,0.0,0.043436517007648945,0.0,0.0,0.043436517007648945,19.95656348299235,78.69000000000001,1.3314249365946393,0.0,3.418019523331896,26.570666269989985,0.19003476190846413,0.011259217918924034,-329.0482346227837,17.416515640798025,-346.4647502635817,3.9999997317790985,0.0,0.0,78.69000001959502,1.3314249732269823,0.0,0.6331269700825215,0.13312697410583496,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,51.90999871551989,29.208947499860074,51.91000017642975,3.999999761581421
5,0.0534370057284832,0.0534370057284832,0.6140174059660728,0.6323806381751735,0.1331269700825215,0.0,1.068740114569664,0.0,0.0,1.068740114569664,18.931259885430336,82.09999999999998,1.5906967521436028,0.0,87.7435634061694,30.11389361374051,4.67573800124228,-0.030550103112932974,-211.19077760287377,22.092253642040305,-233.28303124491407,5.000000178813934,0.0,0.0,82.09999999927238,1.590696664489913,0.0,0.6323806381751735,0.13312697410583496,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,48.50000002026556,27.232222611792366,48.50000134706497,2.9999998211860657
6,0.07237981259822845,0.07237981259822845,0.58914461813163,0.6140174059660728,0.1331269700825215,0.0,1.447596251964569,1.658173456282761,1.658173456282761,1.447596251964569,16.89423029175267,94.3,1.9500643327920735,156.36575692746436,136.50832656025887,32.944835921922305,6.33323360234499,0.022785080628004037,114.6281418067718,28.425487244385295,86.2026545623865,5.999999940395355,0.0,0.0,94.300000179708,1.9500644917119758,1.6581732034683228,0.6140174059660728,0.13312697410583496,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,36.30000252842902,15.916470671528941,36.30000342607498,1.9999998807907104
7,0.09045544266700745,0.09045544266700745,0.5580602735725209,0.58914461813163,0.1331269700825215,0.0,1.809108853340149,2.437657425313785,2.437657425313785,1.809108853340149,15.753233721346067,111.39999999999999,2.126502353117476,271.5550371799556,201.53472626209256,33.49928857765199,7.9148512333631516,0.2638815662820112,621.2171938264719,36.340338477748446,584.8768553487234,7.000000044703484,0.0,0.0,111.40000039100646,2.1265024027511403,2.4376577138900757,0.58914461813163,0.13312697410583496,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,19.199998694658262,-1.2575001440569906,19.199999163150785,0.0
8,0.09924629330635071,0.09924629330635071,0.5239550181407853,0.5580602735725209,0.1331269700825215,0.0,1.9849258661270142,4.12262341273602,4.12262341273602,1.9849258661270142,13.892450721136965,121.11,2.3566789082459483,499.29092151645943,240.3943716466427,32.7400455983497,8.684050664305687,0.4037859704267176,1393.6425325879236,45.02438914205413,1348.6181434458695,8.000000149011612,0.0,0.0,121.10999883770943,2.3566787844787136,4.1226232051849365,0.5580602735725209,0.13312697410583496,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,9.489999850988369,-11.698666590526699,9.489999997615813,0.0
9,0.08796348422765732,0.08796348422765732,0.4937270166879821,0.5239550181407853,0.13939995339453942,0.0,1.7592696845531464,9.049034363523349,9.049034363523349,1.7592696845531464,9.191695951923505,117.83,2.4346604782348846,1066.2477190539562,207.29474693089722,22.378658862099734,7.696804869920015,0.655114270352311,2689.563657434877,52.72119401197415,2636.8424634229027,9.000000081956387,0.0,0.0,117.83000042796134,2.4346604367992475,9.049034342169762,0.5239550181407853,0.13312697410583496,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,12.770002571344364,-9.01999927606434,12.769997541904448,0.0
