hour,action,delta,soc,soc_before,dod_morning,dod_evening,p_battery,p_pv_raw,p_pv_grid,p_bess_em,p_reserve,price_em,price_as,revenue_pv,revenue_energy,revenue_reserve,degradation_cost,reward,q1_eval,q2_eval,cumulative_revenue,cumulative_degradation,cumulative_profit,time_to_peak_hour_raw,k,weekday,season,price_em_raw,price_as_raw,p_res_total_raw,soc_raw,dod_raw,price_em_max_morning,price_em_max_evening,k_em_max_morning,k_em_max_evening,price_em_min,k_em_min,price_as_min,price_as_max,time_to_peak_hour,season_name,eval_date
0,5.012274774916781e-13,-5.012274774916781e-13,0.5000000000002084,0.5,2.0838886172214188e-13,0.0,-7.518412162375171e-13,0.0,0.0,-7.518412162375171e-13,1.4000000000000001,101.12,0.0,0.0,-7.602618378593773e-11,0.0,3.289305321039137e-13,-3.817755715902082e-13,6.514920234680176,6.766929626464844,-7.602618378593773e-11,3.289305321039137e-13,-7.635511431804165e-11,8.0,0.0,0.9999999403953552,3.0,101.11999867379666,0.0,0.0,0.5,0.0,280.06,214.64999915987252,8.000000059604645,19.00000000745058,90.57999830067158,3.0000000596046448,0.0,3.4835897372335056,7.999999992549419,fall,2025-10-07
1,0.9891991019248962,-0.9891991019248962,0.8880000000000063,0.5000000000002084,0.38800000000000634,0.0,-1.3999999999992707,0.0,0.0,-1.3999999999992707,1.4000000000007295,94.35999999999999,0.0,0.0,-132.10399999993118,0.0,12.249999999993616,-0.7217699999996239,4.6066484451293945,5.886420249938965,-132.1040000000072,12.249999999993944,-144.35400000000115,7.0,0.9999997615814209,0.9999999403953552,3.0,94.35999793007971,0.0,0.0,0.5000000000002084,0.0,280.06,214.64999915987252,8.000000059604645,19.00000000745058,90.57999830067158,3.0000000596046448,0.0,3.4835897372335056,6.999999895691872,fall,2025-10-07
2,0.10623465478420258,-0.10623465478420258,0.8996400000000002,0.8880000000000063,0.3996400000000002,0.0,-0.04199999999997789,0.0,0.0,-0.04199999999997789,1.5,90.95,0.0,0.0,-3.8198999999979892,0.0,0.3674999999998064,-0.02093699999998898,6.063981056213379,5.0005950927734375,-135.9239000000052,12.61749999999375,-148.54139999999896,6.0,2.0000002086162567,0.9999999403953552,3.0,90.9499979992211,0.0,0.0,0.8880000000000063,0.3879999965429306,280.06,214.64999915987252,8.000000059604645,19.00000000745058,90.57999830067158,3.0000000596046448,0.0,3.4835897372335056,5.999999955296516,fall,2025-10-07
3,0.4015929400920868,-0.4015929400920868,0.8999892,0.8996400000000002,0.39998920000000004,0.0,-0.0012599999999993172,0.0,0.0,-0.0012599999999993172,1.5,90.58000000000001,0.0,0.0,-0.11413079999993817,0.0,0.011024999999994024,-0.0006257789999996609,4.070791721343994,3.350294828414917,-136.03803080000515,12.628524999993745,-148.6665557999989,5.0,2.9999999701976776,0.9999999403953552,3.0,90.58000237315893,0.0,0.0,0.8996400000000002,0.3996400013566017,280.06,214.64999915987252,8.000000059604645,19.00000000745058,90.57999830067158,3.0000000596046448,0.0,3.4835897372335056,4.999999701976776,fall,2025-10-07
4,0.8642369508743286,-0.8642369508743286,0.899999676,0.8999892,0.39999967599999997,0.0,-3.779999999992123e-05,0.0,0.0,-3.779999999992123e-05,1.5,94.64000000000001,0.25222887271838457,0.0,-0.003577391999992546,0.37834330907757685,0.0003307499999993107,0.001872175835387925,11.742924690246582,11.375062942504883,-135.66326488292756,12.628855749993745,-148.2921206329213,4.0,3.9999997317790985,0.9999999403953552,3.0,94.63999807432293,0.25222898113915615,0.0,0.8999892,0.39998920261859894,280.06,214.64999915987252,8.000000059604645,19.00000000745058,90.57999830067158,3.0000000596046448,0.0,3.4835897372335056,3.999999761581421,fall,2025-10-07
5,0.7913057208061218,-0.7913057208061218,0.89999999028,0.899999676,0.39999999028,0.0,-1.1340000001802686e-06,0.0,0.0,-1.1340000001802686e-06,1.5,97.82,0.39764653913255466,0.0,-0.00011092788001763387,0.596469808698832,9.922500001577348e-06,0.0029817447915940643,29.121353149414062,30.088775634765625,-135.06690600210874,12.628865672493747,-147.6957716746025,3.0,5.000000178813934,0.9999999403953552,3.0,97.82000245124101,0.3976463073909512,0.0,0.899999676,0.3999996781349182,280.06,214.64999915987252,8.000000059604645,19.00000000745058,90.57999830067158,3.0000000596046448,0.0,3.4835897372335056,2.9999998211860657,fall,2025-10-07
6,0.9962880611419678,-0.9962880611419678,0.8999999997084001,0.89999999028,0.39999999970840006,0.0,-3.402000009478101e-08,0.0,0.0,-3.402000009478101e-08,1.5,131.94,0.24450758069639233,0.0,-4.488598812505407e-06,0.3667613710445885,2.976750008293338e-07,0.0018337829238538757,49.54655838012695,50.724029541015625,-134.70014911966297,12.628865970168748,-147.32901508983173,2.0,5.999999940395355,0.9999999403953552,3.0,131.94000040076673,0.24450764449864676,0.0,0.89999999028,0.3999999910593033,280.06,214.64999915987252,8.000000059604645,19.00000000745058,90.57999830067158,3.0000000596046448,0.0,3.4835897372335056,1.9999998807907104,fall,2025-10-07
7,0.9999510049819946,0.9999510049819946,0.458195431969669,0.8999999997084001,0.44180456773873106,0.0,1.499926507472992,0.8973429513556244,0.8973429513556244,1.499926507472992,7.349252700805664e-05,227.30000000000004,0.8030143702871015,203.96605284313344,340.93329514861114,5.9015555296182405e-05,16.405446175485846,2.6424698041590697,54.800697326660156,54.92394256591797,410.1992578876369,29.034312145654596,381.1649457419823,0.0,7.000000044703484,0.9999999403953552,3.0,227.30000022880736,0.8030139514224117,0.8973428606987,0.8999999997084001,0.3999999985098839,280.06,214.64999915987252,8.000000059604645,19.00000000745058,90.57999830067158,3.0000000596046448,0.0,3.4835897372335056,0.0,fall,2025-10-07
8,0.9995966553688049,0.9995966553688049,0.1,0.458195431969669,0.7999999997084001,0.0,1.2536840118938413,2.709660660396611,2.709660660396611,1.2536840118938413,0.24631598810615873,280.06000000000006,2.4000349368356466,758.8675645506751,351.10674437098925,0.5911669769559745,27.424337760177774,5.415705690692212,50.502784729003906,50.43324661254883,1520.7647337862572,56.458649905832374,1464.306083880425,0.0,8.000000149011612,0.9999999403953552,3.0,280.0599968259037,2.4000344713850685,2.709660530090332,0.458195431969669,0.44180456921458244,280.06,214.64999915987252,8.000000059604645,19.00000000745058,90.57999830067158,3.0000000596046448,0.0,3.4835897372335056,0.0,fall,2025-10-07
9,0.9968419075012207,0.9968419075012207,0.1,0.1,0.7999999997084001,0.0,0.0,5.01164537792852,5.01164537792852,0.0,0.0,202.15999999999997,2.599501647403757,1013.1542296020294,0.0,0.0,0.0,5.065771148010147,43.24070358276367,43.00739669799805,2533.918963388287,56.458649905832374,2477.4603134824547,0.0,9.000000081956387,0.9999999403953552,3.0,202.16000074323267,2.5995011541204294,5.011645406484604,0.1,0.800000011920929,280.06,214.64999915987252,8.000000059604645,19.00000000745058,90.57999830067158,3.0000000596046448,0.0,3.4835897372335056,0.0,fall,2025-10-07
10,0.9022982120513916,-0.9022982120513916,0.47509825672422135,0.1,0.7999999997084001,0.0,-1.3534473180770874,7.071863383046619,5.7184160649695315,-0.0,0.0,145.77,1.9856589316554438,833.5735097906087,-0.0,0.0,29.606660082936283,4.019834248538362,36.47806167602539,36.42774963378906,3367.492473178895,86.06530998876866,3281.4271631901265,9.0,10.000000014901161,0.9999999403953552,3.0,145.77000159144401,1.9856584326333282,7.071863394230604,0.1,0.800000011920929,280.06,214.64999915987252,8.000000059604645,19.00000000745058,90.57999830067158,3.0000000596046448,0.0,3.4835897372335056,8.999999932944775,fall,2025-10-07
11,0.8437111377716064,-0.8437111377716064,0.8258410297121319,0.47509825672422135,0.7999999997084001,0.0,-1.2655667066574097,9.047296222565365,7.781729515907955,-0.0,1.3128438985347748,133.48,1.2572837175809257,1038.7052557833938,-0.0,1.6506172573532374,27.684271708130833,5.063358006663081,30.829177856445312,30.595739364624023,4407.848346219642,113.7495816968995,4294.098764522742,8.0,10.999999990686774,0.9999999403953552,3.0,133.48000119410457,1.2572837314564695,9.047296196222305,0.47509825672422135,0.800000011920929,280.06,214.64999915987252,8.000000059604645,19.00000000745058,90.57999830067158,3.0000000596046448,0.0,3.4835897372335056,7.999999992549419,fall,2025-10-07
12,0.7708113193511963,-0.7708113193511963,0.897775230891364,0.8258410297121319,0.7999999997084001,0.0719342011792321,-0.2595563960075384,8.149873070714781,7.890316674707242,-0.0,1.5,115.16,1.1350299272327287,908.648868259286,-0.0,1.702544890849093,0.11355592325329802,4.551189286134409,24.80455780029297,23.83229637145996,5318.199759369778,113.8631376201528,5204.336621749625,7.0,12.000000009313226,0.9999999403953552,3.0,115.16000316783786,1.1350304151262027,8.149873092770576,0.8258410297121319,0.0,280.06,214.64999915987252,8.000000059604645,19.00000000745058,90.57999830067158,3.0000000596046448,0.0,3.4835897372335056,6.999999895691872,fall,2025-10-07
13,0.3767715096473694,-0.3767715096473694,0.899933256926741,0.897775230891364,0.7999999997084001,0.07409222721460906,-0.0077866918802260154,9.327721084335892,9.319934392455666,-0.0,1.5,110.93,0.6563098218692658,1033.860322155107,-0.0,0.9844647328038987,0.0034066776975988813,5.174206901051067,19.28057098388672,19.17323875427246,6353.044546257688,113.8665442978504,6239.178001959837,6.0,12.999999985098839,0.9999999403953552,3.0,110.92999825000763,0.6563095670908463,9.327721036970615,0.897775230891364,0.07193419337272644,280.06,214.64999915987252,8.000000059604645,19.00000000745058,90.57999830067158,3.0000000596046448,0.0,3.4835897372335056,5.999999955296516,fall,2025-10-07
14,0.2766878306865692,-0.2766878306865692,0.8999979977078022,0.899933256926741,0.7999999997084001,0.07415696799567029,-0.00023360075640666,7.758680293349703,7.758446692593296,-0.0,1.5,110.4,1.4760536582040138,856.5325148622999,-0.0,2.2140804873060205,0.00010220033092791374,4.293732465746374,14.061958312988281,13.883207321166992,7211.791141607294,113.86664649818132,7097.924495109112,5.0,13.999999918043613,0.9999999403953552,3.0,110.40000071570279,1.4760532498740473,7.758680284023285,0.899933256926741,0.07409223914146423,280.06,214.64999915987252,8.000000059604645,19.00000000745058,90.57999830067158,3.0000000596046448,0.0,3.4835897372335056,4.999999701976776,fall,2025-10-07
15,0.21853478252887726,-0.21853478252887726,0.8999999399312341,0.8999979977078022,0.7999999997084001,0.07415891021910215,-7.008022692378546e-06,5.77719649549795,5.777189487475258,-0.0,1.5,118.4,2.271346736469123,684.0192353170706,-0.0,3.407020104703684,3.0660099279156135e-06,3.4371312617788217,9.518503189086914,9.532672882080078,7899.217397029068,113.86664956419125,7785.350747464877,4.0,14.999999850988388,0.9999999403953552,3.0,118.40000027239324,2.2713468764940625,5.777196474373341,0.8999979977078022,0.07415696978569031,280.06,214.64999915987252,8.000000059604645,19.00000000745058,90.57999830067158,3.0000000596046448,0.0,3.4835897372335056,3.999999761581421,fall,2025-10-07
16,0.9367477297782898,-0.9367477297782898,0.8999999981979371,0.8999999399312341,0.7999999997084001,0.07415896848580517,-2.1024068086461511e-07,4.189453766969578,4.189453556728897,-0.0,1.5,126.93,3.4835895839217668,531.7673399555989,-0.0,5.22538437588265,9.19802978782691e-08,2.6849636211975065,6.404118537902832,6.014904975891113,8436.210121360551,113.86664965617155,8322.34347170438,3.0,15.999999955296516,0.9999999403953552,3.0,126.93000055857004,3.483589646187246,4.189453795552254,0.8999999399312341,0.07415890693664551,280.06,214.64999915987252,8.000000059604645,19.00000000745058,90.57999830067158,3.0000000596046448,0.0,3.4835897372335056,2.9999998211860657,fall,2025-10-07
17,0.9978296160697937,-0.9978296160697937,0.8999999999459382,0.8999999981979371,0.7999999997084001,0.07415897023380624,-6.307220301593475e-09,1.8788559968746705,1.8788559905674502,-0.0,1.5,150.67,1.1594806853023691,283.0872320987977,-0.0,1.7392210279535538,2.7594088819471448e-09,1.424132265619959,3.693756341934204,3.280489444732666,8721.0365744873,113.86664965893095,8607.16992482837,2.0,17.000000059604645,0.9999999403953552,3.0,150.67000092051924,1.1594804712893882,1.878856122493744,0.8999999981979371,0.07415896654129028,280.06,214.64999915987252,8.000000059604645,19.00000000745058,90.57999830067158,3.0000000596046448,0.0,3.4835897372335056,1.9999998807907104,fall,2025-10-07
18,0.9999868869781494,0.9999868869781494,0.4581795786006586,0.8999999999459382,0.7999999997084001,0.44182042134527955,1.4999803304672241,0.0,0.0,1.4999803304672241,1.9669532775878906e-05,204.46,0.6524491758582687,0.0,306.68597836732863,1.2833370449139396e-05,16.40603486448526,1.4513997816810693,2.2044594287872314,2.0881268978118896,9027.722565687998,130.27268452341622,8897.449881164583,0.0,17.999999821186066,0.9999999403953552,3.0,204.45999941758814,0.6524494046896482,0.0,0.8999999999459382,0.07415896654129028,280.06,214.64999915987252,8.000000059604645,19.00000000745058,90.57999830067158,3.0000000596046448,0.0,3.4835897372335056,0.0,fall,2025-10-07
