hour,action,delta,soc,soc_before,dod_morning,dod_evening,p_battery,p_pv_raw,p_pv_grid,p_bess_em,p_reserve,price_em,price_as,revenue_pv,revenue_energy,revenue_reserve,degradation_cost,reward,cumulative_revenue,cumulative_degradation,cumulative_profit,k,weekday,season,price_em_raw,price_as_raw,p_res_total_raw,soc_raw,dod_raw,price_em_max_morning,price_em_max_evening,k_em_max_morning,k_em_max_evening,price_em_min,k_em_min,price_as_min,price_as_max,max_future_price_delta,avg_future_price_delta,peak_hour_price_delta,time_to_peak_hour
0,0.08174362033605576,0.08174362033605576,0.47190940881922483,0.5,0.02809059118077517,0.0,1.6348724067211151,0.5215498606617941,0.5215498606617941,1.6348724067211151,17.843577732617092,83.14999999999999,1.1644882379556112,43.366870914028176,135.93964061886072,20.778636392679257,1.4305133558809757,-0.002576589942682526,200.08514792556815,1.4305133558809757,198.65463456968718,0.0,0.0,0.0,83.14999998835846,1.1644884185864801,0.5215495824813843,0.5,0.0,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,47.45000132977961,19.64086975255981,47.44999998807907,7.999999992549419
1,0.11944828927516937,0.11944828927516937,0.43086188673153775,0.47190940881922483,0.06913811326846225,0.0,2.3889657855033875,0.0,0.0,2.3889657855033875,17.611034214496613,82.73,1.056661682411641,0.0,197.63913943469527,18.608905042098964,2.090345062315464,-0.04035451211726893,416.3331924023624,3.5208584181964397,412.81233398416595,0.9999997615814209,0.0,0.0,82.73000000234693,1.0566615436229732,0.0,0.47190940881922483,0.028090596199035645,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,47.869999204874034,20.97272686067967,47.87000053167343,6.999999895691872
2,0.14842428267002106,0.14842428267002106,0.3798569785975099,0.43086188673153775,0.12014302140249011,0.0,2.968485653400421,0.6800729650057269,0.6800729650057269,2.968485653400421,16.35144138159385,77.46999999999998,1.3101646303141927,52.68525259899365,229.96858356893057,21.423080152820102,12.987124733626842,-0.026410592937448036,720.4101087231066,16.507983151823282,703.9021255712834,2.0000002086162567,0.0,0.0,77.47000010788439,1.3101647620472403,0.6800729036331177,0.43086188673153775,0.06913810968399048,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,53.12999953210351,27.481904630586484,53.1299984049797,5.999999955296516
3,0.16326804459095,0.16326804459095,0.32375112134976075,0.3798569785975099,0.17624887865023925,0.0,3.2653608918190002,1.5991813492284268,1.5991813492284268,3.2653608918190002,13.526057824031593,75.21999999999998,1.453175043889333,120.29042108896223,245.62044628262515,19.655729672086764,14.285953901708126,0.0013974226963290636,1105.9767057667807,30.79393705353141,1075.1827687132493,2.9999999701976776,0.0,0.0,75.2200001773238,1.4531750926391265,1.5991812944412231,0.3798569785975099,0.12014302611351013,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,55.380001300573326,31.218500217832627,55.3800002002716,4.999999701976776
4,0.16896148025989532,0.16896148025989532,0.26568875699928124,0.32375112134976075,0.23431124300071876,0.0,3.3792296051979065,0.0,0.0,3.3792296051979065,10.045837675787737,78.69000000000001,1.3314249365946393,0.0,265.9115776330233,13.375278790525728,14.784129522740841,-0.06588278190135906,1385.26356219033,45.57806657627225,1339.6854956140578,3.9999997317790985,0.0,0.0,78.69000001959502,1.3314249732269823,0.0,0.32375112134976075,0.17624887824058533,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,51.90999871551989,29.208947499860074,51.91000017642975,3.999999761581421
5,0.1634158343076706,0.1634158343076706,0.20953211290729823,0.26568875699928124,0.29046788709270177,0.0,3.268316686153412,0.0,0.0,3.268316686153412,6.673008733803462,82.09999999999998,1.5906967521436028,0.0,268.32879993319506,10.614733319887062,14.298885501921177,-0.06759104275595458,1664.2070954434123,59.876952078193426,1604.3301433652189,5.000000178813934,0.0,0.0,82.09999999927238,1.590696664489913,0.0,0.26568875699928124,0.23431125283241272,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,48.50000002026556,27.232222611792366,48.50000134706497,2.9999998211860657
6,0.1470206379890442,0.1470206379890442,0.1590095568973174,0.20953211290729823,0.34099044310268256,0.0,2.940412759780884,1.658173456282761,1.658173456282761,2.940412759780884,3.63151401465701,94.3,1.9500643327920735,156.36575692746436,277.28092324733734,7.081685954017186,51.457223296165466,-0.013067367201133925,2104.935461572231,111.33417537435889,1993.601286197872,5.999999940395355,0.0,0.0,94.300000179708,1.9500644917119758,1.6581732034683228,0.20953211290729823,0.29046788811683655,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,36.30000252842902,15.916470671528941,36.30000342607498,1.9999998807907104
7,0.12680864334106445,0.12680864334106445,0.11543270351550831,0.1590095568973174,0.38456729648449167,0.0,2.536172866821289,2.437657425313785,2.437657425313785,2.536172866821289,1.004400547017755,111.39999999999999,2.126502353117476,271.5550371799556,282.5296573638916,2.135860126705736,44.38302516937256,0.2516216172320754,2661.1560162427836,155.71720054373145,2505.438815699052,7.000000044703484,0.0,0.0,111.40000039100646,2.1265024027511403,2.4376577138900757,0.1590095568973174,0.34099043905735016,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,19.199998694658262,-1.2575001440569906,19.199999163150785,0.0
8,0.10438688099384308,0.10438688099384308,0.1,0.11543270351550831,0.4,0.0,0.9259622109304986,4.12262341273602,4.12262341273602,0.9259622109304986,0.0,121.11,2.3566789082459483,499.29092151645943,112.14328336579268,0.0,16.204338691283724,0.29189835536661674,3272.590221125036,171.9215392350152,3100.6686818900207,8.000000149011612,0.0,0.0,121.10999883770943,2.3566787844787136,4.1226232051849365,0.11543270351550831,0.3845672979950905,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,9.489999850988369,-11.698666590526699,9.489999997615813,0.0
9,0.07603244483470917,0.07603244483470917,0.1,0.1,0.4,0.0,0.0,9.049034363523349,9.049034363523349,0.0,0.0,117.83,2.4346604782348846,1066.2477190539562,0.0,0.0,0.0,0.5228114045717993,4338.8379401789925,171.9215392350152,4166.916400943977,9.000000081956387,0.0,0.0,117.83000042796134,2.4346604367992475,9.049034342169762,0.1,0.3999999985098839,121.11000052332878,130.59999945759773,8.000000074505806,16.999999940395355,75.21999812185767,2.9999999403953552,1.0566616835977318,12.677661464507285,12.770002571344364,-9.01999927606434,12.769997541904448,0.0
